,title,author,rating,pages,publisher,ISBN,genre,series,author_followers,publish_date
240,Children of Ruin,Adrian Tchaikovsky,4.11,608,Orbit,031645253X,Science,1,3334,2019-05-14
241,The Light Brigade,Kameron Hurley,4.03,356,Saga Press,1481447963,Science,0,1770,2019-03-19
242,The Institute,Stephen King,4.23,561,Scribner,1982110562,Horror,0,673340,2019-09-10
243,The Institute,Stephen King,4.23,561,Scribner,1982110562,Horror,0,673340,2019-09-10
244,The Institute,Stephen King,4.23,561,Scribner,1982110562,Horror,0,673340,2019-09-10
245,Imaginary Friend,Stephen Chbosky,3.54,720,Grand Central Publishing,1538731339,Horror,0,10048,2019-10-01
246,The Girl in Red,Christina Henry,3.73,293,Berkley,0451492285,Horror,0,3502,2019-06-18
247,The Invited,Jennifer  McMahon,3.79,353,Doubleday,0385541384,Horror,0,4242,2019-04-30
248,The Lost Causes of Bleak Creek,Rhett McLaughlin,4.21,324,Crown,1984822136,Add,0,614,2019-10-29
249,Full Throttle,Joe Hill,4.09,480,William Morrow,0062200674,Horror,0,18178,2019-10-01
250,Bunny,Mona Awad,3.47,307,Viking,0525559736,Fiction,0,272,2019-06-11
251,Wakenhyrst,Michelle Paver,3.99,359,Head of Zeus(first published April 4th 2019),1788549562,Horror,0,1407,2019-04-11
252,The Twisted Ones,T. Kingfisher,3.77,400,Gallery / Saga Press,1534429573,Horror,0,867,2019-10-01
253,A Cosmology of Monsters,Shaun Hamill,3.94,336,Pantheon Books,152474767X,Horror,0,111,2019-09-17
254,No One's Home,D.M. Pulley,3.98,400,Thomas & Mercer,1542041546,Horror,0,510,2019-09-01
255,Growing Things and Other Stories,Paul Tremblay,3.55,352,William Morrow,0062679139,Horror,0,3876,2019-07-02
256,Song for the Unraveling of the World,Brian Evenson,3.94,240,Coffee House Press,1566895480,Horror,0,563,2019-06-11
257,The Toll,Cherie Priest,3.47,336,Tor Books,076537823X,Horror,0,3490,2019-07-09
258,Violet,Scott   Thomas,3.63,437,Inkshares,1947848364,Horror,0,490,2019-09-24
259,The Remaking,Clay McLeod Chapman,3.48,320,Quirk Books,1683691539,Horror,0,171,2019-10-08
260,The Monster of Elendhaven,Jennifer Giesbrecht,3.58,160,Tor.com,125022568X,Fantasy,0,94,2019-09-24
261,The Luminous Dead,Caitlin  Starling,3.71,415,Harper Voyager,0062846906,Horror,0,172,2019-04-02
262,The Need,Helen          Phillips,3.24,272,Simon  Schuster,1982113162,Fiction,0,352,2019-07-09
263,Petra's Ghost,C.S.  O’Cinneide,4.0,288,Dundurn,1459744683,Add,0,55,2019-07-20
264,"Dear Girls: Intimate Tales, Untold Secrets, & Advice for Living Your Best Life",Ali Wong,4.05,224,Random House,052550883X,Nonfiction,0,290,2019-10-15
265,"Dear Girls: Intimate Tales, Untold Secrets, & Advice for Living Your Best Life",Ali Wong,4.05,224,Random House,052550883X,Nonfiction,0,290,2019-10-15
266,"Dear Girls: Intimate Tales, Untold Secrets, & Advice for Living Your Best Life",Ali Wong,4.05,224,Random House,052550883X,Nonfiction,0,290,2019-10-15
267,Life Will Be the Death of Me: . . . and You Too!,Chelsea Handler,4.07,256,Spiegel & Grau,0525511776,Nonfiction,0,2985,2019-04-09
268,William Shakespeare's Much Ado About Mean Girls,Ian Doescher,4.03,176,Quirk Books,1683691172,Humor,0,500,2019-04-23
269,Do You Mind If I Cancel? (Things That Still Annoy Me),Gary Janetti,3.68,159,Flatiron Books,English,Nonfiction,0,31,2019-10-22
270,Southern Lady Code,Helen Ellis,3.63,203,Doubleday Books,0385543891,Nonfiction,0,450,2019-04-16
271,The Field Guide to Dumb Birds of North America,Matt Kracht,4.1,176,Chronicle Books,"//<![CDATA[
      var newTip = new Tip",Humor,0,8,2019-04-02
272,"Riding the Elephant: A Memoir of Altercations, Humiliations, Hallucinations, and Observations",Craig Ferguson,4.04,267,Blue Rider Press,"//<![CDATA[
      var newTip = new Tip",Add,0,675,2019-05-07
273,Hope Rides Again,Andrew Shaffer,3.62,288,Quirk Books,Obama Biden Mysteries #2,Mystery,0,1043,2019-07-09
274,Small Doses,Amanda Seales,4.68,320,Harry N. Abrams,"//<![CDATA[
      var newTip = new Tip",Nonfiction,0,28,2019-10-22
275,A Woman First: First Woman: A Memoir,Selina Meyer,3.7,196,Abrams Press,English,Humor,0,3,2019-03-19
276,Twas the Nightshift before Christmas,Adam Kay,4.26,144,Picador,"//<![CDATA[
      var newTip = new Tip",Nonfiction,0,710,2019-10-15
277,Good Things Happen to People You Hate: Essays,Rebecca Fishbein,3.7,224,William Morrow,"//<![CDATA[
      var newTip = new Tip",Writing,0,15,2019-10-15
278,Mr. Know-It-All: The Tarnished Wisdom of a Filth Elder,John Waters,3.81,372,"Farrar, Straus and Giroux",0374214964,Nonfiction,0,903,2019-05-21
279,Effin' Birds: A Field Guide to Identification,Aaron  Reynolds,4.41,208,Ten Speed Press,English,Humor,0,146,2019-10-22
280,"Baby, Don't Hurt Me: Stories and Scars from Saturday Night Live",Chris Kattan,3.64,270,Benbella Books,English,Autobiography,0,52,2019-05-07
281,"Brilliant, Brilliant, Brilliant Brilliant Brilliant",Joel Golby,3.8,304,Anchor Books,"//<![CDATA[
      var newTip = new Tip",Nonfiction,0,13,2019-03-05
282,Medallion Status: True Stories from Secret Rooms,John Hodgman,4.29,304,Viking,0525561102,Nonfiction,0,886,2019-10-15
283,Nice Try: Stories of Best Intentions and Mixed Results,Josh Gondelman,4.0,272,Harper Perennial,0062852752,Humor,0,13,2019-09-17
284,"When Life Gives You Pears: The Healing Power of Family, Faith, and Funny People",Jeannie Gaffigan,4.29,320,Grand Central Publishing,1538751046,Autobiography,0,24,2019-10-01
285,Someone Who Will Love You in All Your Damaged Glory: Stories,Raphael Bob-Waksberg,4.21,256,Knopf Publishing Group,152473201X,Add,0,67,2019-06-11
286,"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals",Rachel Hollis,4.0,240,HarperCollins Leadership,1400209609,Nonfiction,0,11334,2019-03-05
287,"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals",Rachel Hollis,4.0,240,HarperCollins Leadership,1400209609,Nonfiction,0,11334,2019-03-05
288,"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals",Rachel Hollis,4.0,240,HarperCollins Leadership,1400209609,Nonfiction,0,11334,2019-03-05
289,Stay Sexy & Don't Get Murdered: The Definitive How-To Guide,Karen Kilgariff,4.2,304,Forge Books,1250178959,Nonfiction,0,774,2019-05-28
290,"Maybe You Should Talk to Someone: A Therapist, Her Therapist, and Our Lives Revealed",Lori Gottlieb,4.4,432,Houghton Mifflin Harcourt,"Los Angeles, California",Nonfiction,0,4345,2019-04-02
291,"Catch and Kill: Lies, Spies, and a Conspiracy to Protect Predators",Ronan Farrow,4.58,448,"Little, Brown and Company",0316486639,Nonfiction,0,651,2019-10-15
292,Everything Is F*cked: A Book About Hope,Mark Manson,3.77,288,Harper,0062888439,Nonfiction,0,6948,2019-05-14
293,Talking to Strangers: What We Should Know about the People We Don't Know,Malcolm Gladwell,4.04,388,"Little, Brown and Company",0316478520,Nonfiction,0,20197,2019-09-10
294,Three Women,Lisa Taddeo,3.72,304,Avid Reader Press / Simon  Schuster,1451642296,Nonfiction,0,635,2019-07-09
295,American Predator: The Hunt for the Most Meticulous Serial Killer of the 21st Century,Maureen Callahan,4.1,285,Viking,052542864X,Crime,0,52,
296,She Said: Breaking the Sexual Harassment Story That Helped Ignite a Movement,Jodi Kantor,4.46,310,Penguin Press,0525560343,Nonfiction,0,119,2019-09-10
297,The Moment of Lift: How Empowering Women Changes the World,Melinda Gates,4.3,273,Flatiron Books,1250313570,Nonfiction,0,7678,2019-04-23
298,The Witches Are Coming,Lindy West,4.24,260,Hachette Books,0316449881,Nonfiction,0,1542,2019-11-05
299,Parkland: Birth of a Movement,Dave Cullen,4.06,385,Harper,English,Nonfiction,0,40717,2019-02-12
300,Embrace Your Weird: Face Your Fears and Unleash Creativity,Felicia Day,4.17,272,Gallery Books,"//<![CDATA[
      var newTip = new Tip",Nonfiction,0,125886,2019-10-01
301,The Collected Schizophrenias: Essays,Esmé Weijun Wang,4.19,208,Graywolf Press,1555978274,Nonfiction,0,243,2019-02-05
302,Trick Mirror: Reflections on Self-Delusion,Jia Tolentino,4.33,303,Random House,English,Nonfiction,0,811,2019-08-06
303,"Furious Hours: Murder, Fraud, and the Last Trial of Harper Lee",Casey Cep,3.82,336,Knopf Publishing Group,1101947861,Add,0,325,2019-05-07
304,"Blowout: Corrupted Democracy, Rogue State Russia, and the Richest, Most Destructive Industry on Earth",Rachel  Maddow,4.44,406,Crown,0525575472,Nonfiction,0,668,2019-10-01
305,How to Be an Antiracist,Ibram X. Kendi,4.48,320,One World,0525509283,Nonfiction,0,486,2019-08-13
306,Thick: And Other Essays,Tressie McMillan Cottom,4.48,248,New Press,1620974363,Nonfiction,0,607,2019-01-08
307,"Grace Will Lead Us Home: The Charleston Church Massacre and the Hard, Inspiring Journey to Forgiveness",Jennifer Berry Hawes,4.53,309,St. Martin's Press,"//<![CDATA[
      var newTip = new Tip",Nonfiction,0,10,2019-06-04
308,Over the Top: A Raw Journey to Self-Love,Jonathan Van Ness,4.31,269,HarperOne,English,Add,0,404,2019-09-24
309,Over the Top: A Raw Journey to Self-Love,Jonathan Van Ness,4.31,269,HarperOne,English,Add,0,404,2019-09-24
310,Over the Top: A Raw Journey to Self-Love,Jonathan Van Ness,4.31,269,HarperOne,English,Add,0,404,2019-09-24
311,Know My Name,Chanel Miller,4.81,368,Viking,073522370X,Nonfiction,0,275,2019-09-24
312,Home Work: A Memoir of My Hollywood Years,Julie Andrews Edwards,3.96,560,Hachette Books,"//<![CDATA[
      var newTip = new Tip",Nonfiction,0,784,2019-10-15
313,"Maid: Hard Work, Low Pay, and a Mother's Will to Survive",Stephanie  Land,3.73,270,Hachette Books,0316505110,Add,0,422,2019-01-22
314,Me,Elton John,4.42,352,Henry Holt & Company,English,Nonfiction,0,168,2019-10-15
315,"Inheritance: A Memoir of Genealogy, Paternity, and Love",Dani Shapiro,3.96,252,Knopf Publishing Group,1524732710,Autobiography,0,1285,2019-01-15
316,Inside Out,Demi Moore,3.89,272,Harper,English,Nonfiction,0,69,2019-09-24
317,"From Scratch: A Memoir of Love, Sicily, and Finding Home",Tembi Locke,3.89,339,Simon & Schuster,English,Autobiography,0,266,2019-04-30
318,How We Fight For Our Lives,Saeed Jones,4.38,192,Simon and Schuster,1501132733,Autobiography,0,429,2019-10-08
319,Toil & Trouble,Augusten Burroughs,4.07,320,St. Martin's Press,1250019958,Autobiography,0,6992,2019-10-01
320,Year of the Monkey,Patti Smith,3.93,176,Knopf,0525657681,Autobiography,0,6075,2019-09-24
321,In the Dream House: A Memoir,Carmen Maria Machado,4.68,264,Graywolf Press,"//<![CDATA[
      var newTip = new Tip",Autobiography,0,1982,2019-11-05
322,Permanent Record,Edward Snowden,4.42,339,Metropolitan Books,1250237238,Nonfiction,0,622,2019-09-17
323,More Than Enough: Claiming Space for Who You Are (No Matter What They Say),Elaine Welteroth,4.42,336,Viking,0525561587,Nonfiction,0,65,2019-06-11
324,Long Live the Tribe of Fatherless Girls,T Kira Madden,4.32,336,Bloomsbury Publishing,Reading Women Award Nominee for Nonfiction ,Autobiography,0,236,2019-03-05
325,Prognosis: A Memoir of My Brain,Sarah Vallance,3.88,284,Little A,1542043026,Autobiography,0,42,2019-08-01
326,Sounds Like Titanic,Jessica Chiccehitto Hindman,3.94,256,W. W. Norton  Company,"//<![CDATA[
      var newTip = new Tip",Add,0,133,2019-02-12
327,"The Unwinding of the Miracle: A Memoir of Life, Death, and Everything That Comes After",Julie Yip-Williams,4.13,315,Random House,0525511350,Autobiography,0,40,2019-01-08
328,What Is a Girl Worth?: My Story of Breaking the Silence and Exposing the Truth about Larry Nassar and USA Gymnastics,Rachael Denhollander,4.75,352,Tyndale Momentum,"//<![CDATA[
      var newTip = new Tip",Nonfiction,0,116,2019-09-10
329,"Wild Game: My Mother, Her Lover, and Me",Adrienne Brodeur,4.04,256,Houghton Mifflin Harcourt,1328519031,Autobiography,0,93,2019-10-15
330,The Five: The Untold Lives of the Women Killed by Jack the Ripper,Hallie Rubenhold,4.3,333,Houghton Mifflin Harcourt(first published February 1st 2019),1328663817,Nonfiction,0,306,2019-04-09
331,The Five: The Untold Lives of the Women Killed by Jack the Ripper,Hallie Rubenhold,4.3,333,Houghton Mifflin Harcourt(first published February 1st 2019),1328663817,Nonfiction,0,306,2019-04-09
332,The Five: The Untold Lives of the Women Killed by Jack the Ripper,Hallie Rubenhold,4.3,333,Houghton Mifflin Harcourt(first published February 1st 2019),1328663817,Nonfiction,0,306,2019-04-09
333,Midnight in Chernobyl: The Untold Story of the World's Greatest Nuclear Disaster,Adam Higginbotham,4.43,538,Simon & Schuster,1501134612,Nonfiction,0,129,2019-02-12
334,Say Nothing: A True Story of Murder and Memory in Northern Ireland,Patrick Radden Keefe,4.47,441,Doubleday Books(first published November 1st 2018),English,Nonfiction,0,284,2019-02-26
335,Before and After: The Incredible Real-Life Stories of Orphans Who Survived the Tennessee Children's Home Society,Judy Christie,4.2,320,Ballantine Books,0593130146,Nonfiction,0,290,2019-10-22
336,A Woman of No Importance: The Untold Story of the American Spy Who Helped Win World War II,Sonia Purnell,4.26,368,Viking(first published March 28th 2019),"//<![CDATA[
      var newTip = new Tip",Nonfiction,0,134,2019-04-09
337,The Only Plane in the Sky: An Oral History of 9/11,Garrett M. Graff,4.76,512,Avid Reader Press / Simon  Schuster,150118220X,Nonfiction,0,108,2019-09-10
338,The Pioneers: The Heroic Story of the Settlers Who Brought the American Ideal West,David McCullough,3.75,352,Simon  Schuster,1501168681,History,0,6869,2019-05-07
339,First: Sandra Day O'Connor,Evan Thomas,4.26,496,Random House,"//<![CDATA[
      var newTip = new Tip",Biography,0,192,2019-03-19
340,The First Conspiracy: The Secret Plot to Kill George Washington,Brad Meltzer,3.79,413,Flatiron Books,1250130336,History,0,4989,2019-01-08
341,The Heartbeat of Wounded Knee: Native America from 1890 to the Present,David Treuer,4.18,512,Riverhead Books,English,History,0,168,2019-01-22
342,Madame Fourcade's Secret War: The Daring Young Woman Who Led France's Largest Spy Network Against Hitler,Lynne Olson,4.26,464,Random House,"//<![CDATA[
      var newTip = new Tip",History,0,363,2019-03-05
343,How to Hide an Empire: A History of the Greater United States,Daniel Immerwahr,4.45,511,"Farrar, Straus and Giroux",0374172145,History,0,60,2019-02-19
344,Dutch Girl: Audrey Hepburn and World War II,Robert Matzen,3.8,400,GoodKnight Books,1732273537,Add,0,125,2019-04-15
345,The Lady from the Black Lagoon: Hollywood Monsters and the Lost Legacy of Milicent Patrick,Mallory O'Meara,4.09,336,Hanover Square Press,1335937803,Nonfiction,0,663,2019-03-05
346,Code Name: Lise. The True Story of the Woman Who Became WWII's Most Highly Decorated Spy,Larry Loftis,3.91,384,Gallery Books,1501198653,Nonfiction,0,88,2019-01-15
347,Upheaval: Turning Points for Nations in Crisis,Jared Diamond,3.85,512,"Little, Brown and Company",0316409138,History,1,4351,2019-05-07
348,"The British Are Coming: The War for America, Lexington to Princeton, 1775-1777",Rick Atkinson,4.47,800,Henry Holt and Co.,https://revolutiontrilogy.com/,History,0,649,2019-05-14
349,"Spearhead: An American Tank Gunner, His Enemy, and a Collision of Lives In World War II",Adam Makos,4.55,395,Ballantine Books,English,History,0,320,2019-02-19
350,The Death and Life of Aida Hernandez: A Border Story,Aaron Bobrow-Strain,4.48,432,"Farrar, Straus and Giroux",English,Nonfiction,0,13,2019-04-16
351,"The Anarchy: The East India Company, Corporate Violence, and the Pillage of an Empire",William Dalrymple,4.27,544,Bloomsbury Publishing,1635573955,History,0,1611,2019-09-10
352,Will My Cat Eat My Eyeballs? Big Questions from Tiny Mortals About Death,Caitlin Doughty,4.26,222,W. W. Norton  Company,039365270X,Nonfiction,0,3383,2019-09-10
353,Will My Cat Eat My Eyeballs? Big Questions from Tiny Mortals About Death,Caitlin Doughty,4.26,222,W. W. Norton  Company,039365270X,Nonfiction,0,3383,2019-09-10
354,Will My Cat Eat My Eyeballs? Big Questions from Tiny Mortals About Death,Caitlin Doughty,4.26,222,W. W. Norton  Company,039365270X,Nonfiction,0,3383,2019-09-10
355,Invisible Women: Data Bias in a World Designed for Men,Caroline Criado-Pérez,4.46,411,Harry N. Abrams(first published March 7th 2019),1419729071,Nonfiction,0,61,2019-03-12
356,The Body: A Guide for Occupants,Bill Bryson,4.32,400,Doubleday Books,0385539304,Nonfiction,0,13318,2019-10-15
357,How To: Absurd Scientific Advice for Common Real-World Problems,Randall Munroe,4.21,320,Riverhead Books,0525537090,Nonfiction,0,2990,2019-09-03
358,Mama's Last Hug: Animal Emotions and What They Tell Us about Ourselves,Frans de Waal,4.16,336,W. W. Norton & Company(first published November 14th 2018),English,Nonfiction,0,917,2019-03-12
359,Digital Minimalism: Choosing a Focused Life in a Noisy World,Cal Newport,4.07,304,Portfolio,English,Nonfiction,0,3342,2019-02-05
360,The Uninhabitable Earth: Life After Warming,David Wallace-Wells,4.18,310,Tim Duggan Books,0525576703,Nonfiction,0,291,2019-02-19
361,Underland,Robert Macfarlane,4.29,496,W.W. Norton  Company(first published May 2nd 2019),0393242145,Nonfiction,0,1280,2019-06-04
362,"Crisis in the Red Zone: The Story of the Deadliest Ebola Outbreak in History, and of the Outbreaks to Come",Richard Preston,4.4,400,Random House,"//<![CDATA[
      var newTip = new Tip",Nonfiction,0,153,2019-07-23
363,We Are the Weather: Saving the Planet Begins at Breakfast,Jonathan Safran Foer,3.84,288,"Farrar, Straus and Giroux",0374280002,Nonfiction,0,11547,2019-09-17
364,Never Enough: The Neuroscience and Experience of Addiction,Judith Grisel,4.08,256,Doubleday Books,"//<![CDATA[
      var newTip = new Tip",Nonfiction,0,65,2019-02-19
365,Hacking Darwin: Genetic Engineering and the Future of Humanity,Jamie Metzl,4.06,352,Sourcebooks,"//<![CDATA[
      var newTip = new Tip",Science,0,66,2019-04-23
366,Indistractable: How to Control Your Attention and Choose Your Life,Nir   Eyal,3.89,273,Benbella Books(first published August 6th 2019),English,Nonfiction,0,30766,2019-09-10
367,Burnout: The Secret to Unlocking the Stress Cycle,Emily Nagoski,4.01,277,Ballantine Books(first published March 12th 2019),"//<![CDATA[
      var newTip = new Tip",Nonfiction,0,499,2019-03-26
368,Because Internet: Understanding the New Rules of Language,Gretchen McCulloch,4.12,336,Riverhead Books,English,Nonfiction,0,258,2019-07-23
369,Lifespan: Why We Age—and Why We Don't Have To,David A. Sinclair,4.28,432,Atria Books,"//<![CDATA[
      var newTip = new Tip",Science,0,77,2019-09-10
370,The Perfect Predator: A Scientist's Race to Save Her Husband from a Deadly Superbug: A Memoir,Steffanie Strathdee,4.45,304,Hachette Book Group,"//<![CDATA[
      var newTip = new Tip",Add,0,71,2019-02-26
371,Super Pumped: The Battle for Uber,Mike Isaac,4.2,408,W. W. Norton  Company,"//<![CDATA[
      var newTip = new Tip",Nonfiction,0,29,2019-09-03
372,Something Deeply Hidden: Quantum Worlds and the Emergence of Spacetime,Sean Carroll,4.12,368,Dutton,English,Science,0,1104,2019-09-10
373,Blueprint: The Evolutionary Origins of a Good Society,Nicholas A. Christakis,3.99,544,"Little, Brown Spark",English,Science,0,182,2019-03-26
374,Antoni in the Kitchen,Antoni Porowski,4.12,272,Rux Martin/Houghton Mifflin Harcourt,English,Food,0,126,2019-09-09
375,Antoni in the Kitchen,Antoni Porowski,4.12,272,Rux Martin/Houghton Mifflin Harcourt,English,Food,0,126,2019-09-09
376,Antoni in the Kitchen,Antoni Porowski,4.12,272,Rux Martin/Houghton Mifflin Harcourt,English,Food,0,126,2019-09-09
377,The Adventurous Eaters Club: Mastering the Art of Family Mealtime,Misha Collins,4.96,288,HarperOne,"//<![CDATA[
      var newTip = new Tip",Food,0,90,2019-11-05
378,Notes from a Young Black Chef,Kwame Onwuachi,3.86,288,Knopf Publishing Group,"//<![CDATA[
      var newTip = new Tip",Autobiography,0,30,2019-04-09
379,The Little Women Cookbook: Tempting Recipes from the March Sisters and Their Friends and Family,Wini Moranville,4.37,112,Harvard Common Press,1558329919,Food,0,48,2019-10-01
380,Rachael Ray 50: Memories and Meals from a Sweet and Savory Life,Rachael Ray,3.93,336,Ballantine Books,"//<![CDATA[
      var newTip = new Tip",Food,0,239,2019-10-15
381,"Plant-Based on a Budget: Delicious Vegan Recipes for Under $30 a Week, for Less Than 30 Minutes a Meal",Toni Okamoto,4.33,275,BenBella Books(first published May 1st 2019),English,Food,0,17,2019-05-14
382,Let's Make Ramen!: A Comic Book Cookbook,Hugh Amano,4.09,192,Ten Speed Press,"//<![CDATA[
      var newTip = new Tip",Food,0,4,2019-07-16
383,Save Me the Plums: My Gourmet Memoir,Ruth Reichl,4.09,266,Random House,English,Autobiography,0,1384,2019-04-02
384,Indian-ish: Recipes and Antics from a Modern American Family,Priya Krishna,4.24,256,Houghton Mifflin Harcourt,"//<![CDATA[
      var newTip = new Tip",Food,0,24,2019-04-23
385,"Happiness Is Baking: Cakes, Pies, Tarts, Muffins, Brownies, Cookies: Favorite Desserts from the Queen of Cake",Maida Heatter,4.01,288,Voracious,"//<![CDATA[
      var newTip = new Tip",Food,0,49,2019-04-16
386,Forking Good: A Cookbook Inspired by The Good Place,Valya Dudycz Lupescu,3.94,160,Quirk Books,"//<![CDATA[
      var newTip = new Tip",Food,0,133,2019-10-22
387,"The Clean Plate: Eat, Reset, Heal",Gwyneth Paltrow,3.57,288,Grand Central Publishing,English,Food,0,234,2019-01-08
388,Zaitoun: Recipes from the Palestinian Kitchen,Yasmin    Khan,4.4,256,W. W. Norton  Company,"//<![CDATA[
      var newTip = new Tip",Food,0,2,2019-02-05
389,"No Crumbs Left: Whole30 Endorsed, Recipes for Everyday Food Made Marvelous",Teri Turner,4.54,304,Houghton Mifflin Harcourt,"//<![CDATA[
      var newTip = new Tip",Food,0,5,2019-05-21
390,Sunny-Side Up: More Than 100 Breakfast & Brunch Recipes from the Essential Egg to the Perfect Pastry,Waylynn Lucas,4.05,240,Rodale Book,English,Food,0,3,2019-08-27
391,Binging with Babish: 100 Recipes Recreated from Your Favorite Movies and TV Shows,Andrew Rea,4.43,336,Houghton Mifflin Harcourt,"//<![CDATA[
      var newTip = new Tip",Food,0,12,2019-10-22
392,Midnight Chicken: & Other Recipes Worth Living For,Ella Risbridger,4.46,288,Bloomsbury Publishing,"//<![CDATA[
      var newTip = new Tip",Food,0,11,2019-01-10
393,Nothing Fancy,Alison Roman,4.41,320,Clarkson Potter Publishers(first published October 1st 2019),"//<![CDATA[
      var newTip = new Tip",Food,0,21,2019-10-22
394,Mostly Plants: 101 Delicious Flexitarian Recipes from the Pollan Family,Tracy Pollan,3.86,272,Harper Wave,English,Food,0,9,2019-04-16
395,Burn the Place: A Memoir,Iliana Regan,3.83,250,Agate Midway,National Book Award Nominee for Nonfiction ,Autobiography,0,7,2019-07-16
396,Pumpkinheads,Rainbow Rowell,4.19,209,First Second,125031285X,Sequential,0,126818,2019-08-27
397,Pumpkinheads,Rainbow Rowell,4.19,209,First Second,125031285X,Sequential,0,126818,2019-08-27
398,Pumpkinheads,Rainbow Rowell,4.19,209,First Second,125031285X,Sequential,0,126818,2019-08-27
399,Heartstopper: Volume Two,Alice Oseman,4.69,296,Hodder Children's Books,1444951408,Sequential,1,5816,2019-07-11
400,The Handmaid's Tale: The Graphic Novel,Margaret Atwood,4.24,240,Nan A. Talese/Doubleday,038553924X,Sequential,0,55642,2019-03-26
401,They Called Us Enemy,George Takei,4.47,208,Top Shelf Productions,English,Sequential,0,214,2019-07-16
402,Book Love,Debbie Tung,4.24,137,Andrews McMeel Publishing,1449494285,Sequential,0,568,2019-01-01
403,Teen Titans: Raven,Kami Garcia,3.96,,,Teen Titans #1,Sequential,0,15208,
404,Shades of Magic Vol. 1: The Steel Prince,V.E. Schwab,3.68,112,Titan Comics,English,Sequential,0,22621,2019-03-06
405,"The Umbrella Academy, Vol. 3: Hotel Oblivion",Gerard Way,3.71,216,Dark Horse Comics,English,Sequential,0,2793,2019-09-17
406,Mooncakes,Suzanne  Walker,3.96,256,Oni Press,154930304X,Sequential,0,50,2019-10-22
407,"Paper Girls, Vol. 5",Brian K. Vaughan,4.22,128,Image Comics,1534308679,Sequential,1,10006,2018-12-11
408,Kid Gloves: Nine Months of Careful Chaos,Lucy Knisley,4.4,247,First Second,English,Sequential,0,1346,2019-02-26
409,Bloom,Kevin Panetta,4.12,368,First Second(first published January 29th 2019),"//<![CDATA[
      var newTip = new Tip",Sequential,0,81,2019-02-12
410,Laura Dean Keeps Breaking Up with Me,Mariko Tamaki,4.18,304,First Second Books,,Sequential,0,895,2019-05-07
411,Good Talk: A Memoir in Conversations,Mira Jacob,4.45,400,One World,"//<![CDATA[
      var newTip = new Tip",Sequential,0,636,2019-03-26
412,Under the Moon: A Catwoman Tale,Lauren Myracle,3.63,205,DC Ink,English,Sequential,0,1826,2019-05-07
413,The Adventure Zone: Murder on the Rockport Limited!,Clint McElroy,4.67,240,First Second,The Adventure Zone Graphic Novels #2,Sequential,0,397,2019-07-16
414,"Monstress, Vol. 4: The Chosen",Marjorie M. Liu,4.24,176,Image Comics(first published September 25th 2019),English,Sequential,0,2817,2019-10-01
415,"Fence, Vol. 3",C.S. Pacat,4.19,112,BOOM! Box,English,Sequential,0,7281,2019-08-20
416,"""Okay""",Kieron Gillen,4.27,168,Image Comics,English,Sequential,0,1263,2019-10-08
417,"Die, Vol. 1: Fantasy Heartbreaker",Kieron Gillen,4.13,184,Image Comics(first published June 5th 2019),English,Sequential,0,1263,2019-06-11
418,SHOUT,Laurie Halse Anderson,4.36,296,Viking Books,0670012106,Poetry,0,14159,2019-03-12
419,SHOUT,Laurie Halse Anderson,4.36,296,Viking Books,0670012106,Poetry,0,14159,2019-03-12
420,SHOUT,Laurie Halse Anderson,4.36,296,Viking Books,0670012106,Poetry,0,14159,2019-03-12
421,The Mermaid's Voice Returns in This One,Amanda Lovelace,3.78,208,Andrews McMeel Publishing,1449494161,Poetry,1,4055,2019-03-05
422,The Truth About Magic,Atticus Poetry,4.12,256,St. Martin's Griffin,English,Poetry,0,2139,2019-09-10
423,Lord of the Butterflies,Andrea Gibson,4.54,96,Button Poetry,1943735425,Poetry,0,1413,2018-11-27
424,Great Goddesses: Life Lessons from Myths and Monsters,Nikita Gill,4.24,256,Ebury Press,"//<![CDATA[
      var newTip = new Tip",Poetry,0,2249,2019-09-05
425,Love Looks Pretty on You,Lang Leav,3.82,224,Andrews McMeel Publishing,"//<![CDATA[
      var newTip = new Tip",Poetry,0,8978,2019-01-29
426,A Bound Woman Is a Dangerous Thing: The Incarceration of African American Women from Harriet Tubman to Sandra Bland,DaMaris B. Hill,4.03,192,Bloomsbury Publishing,"//<![CDATA[
      var newTip = new Tip",Poetry,0,35,2019-01-15
427,When You Ask Me Where I'm Going,Jasmin Kaur,4.1,256,HarperCollins,0062912615,Poetry,0,47,2019-10-01
428,Empty Bottles Full of Stories,R.H. Sin,3.67,240,Andrews McMeel Publishing,"//<![CDATA[
      var newTip = new Tip",Poetry,0,2339,2019-02-05
429,Life of the Party,Olivia Gatwood,4.37,128,Dial Press(first published August 20th 2019),1984801902,Poetry,0,261,2019-08-27
430,Magical Negro,Morgan  Parker,4.31,112,Tin House Books,1947793187,Poetry,0,340,2019-02-05
431,Almost Home: Poems,Madisen Kuhn,4.6,224,Gallery Books,"//<![CDATA[
      var newTip = new Tip",Poetry,0,380,2019-10-01
432,The Tradition,Jericho Brown,4.42,77,Copper Canyon Press,English,Poetry,0,155,2019-04-02
